psi0,nu,N,chitc,href,id,col0,col1,col2,col3,col4,col5
-0.111695,0.2773,0.2198,3.4393,26.0978,1,5.186679e-01,4.098727e-01,7.200000e-01,3.567206e-01,3.834214e-01,1.810500e+00
0.016962,0.2364,0.3579,2.5839,45.9729,1,5.442831e-01,4.338443e-01,7.200000e-01,2.208536e-01,2.724872e-01,8.004000e+00
-0.126269,0.2448,0.2307,2.9520,19.4406,1,5.194615e-01,3.922340e-01,7.800000e-01,3.202013e-01,3.487361e-01,2.470500e+00
-0.111103,0.2565,0.3984,2.6716,13.8735,1,5.165765e-01,3.433240e-01,7.050000e-01,2.369345e-01,2.536253e-01,3.594000e+00
-0.106842,0.3089,0.3167,2.0403,40.0456,1,5.296250e-01,4.072315e-01,5.880000e-01,3.138073e-01,3.513967e-01,1.978500e+00
-0.030923,0.2709,0.2542,3.8749,71.5256,1,5.417617e-01,5.089329e-01,8.175000e-01,4.481780e-01,5.010128e-01,1.485000e+00
0.010660,0.1195,0.1577,2.3048,89.3389,1,6.006495e-01,6.150537e-01,1.306500e+00,4.610400e-01,5.714537e-01,9.466500e+00
-0.095263,0.3400,0.1050,2.4570,43.0709,1,5.247991e-01,4.102296e-01,4.935000e-01,2.890641e-01,3.396800e-01,1.722000e+00
-0.072467,0.3037,0.4811,3.1446,54.5805,1,5.283617e-01,4.451507e-01,7.230000e-01,4.277616e-01,4.371510e-01,1.312500e+00
-0.088435,0.2934,0.2197,4.1117,23.1064,1,5.169528e-01,3.885984e-01,6.405000e-01,3.147024e-01,3.434774e-01,1.981500e+00
0.008433,0.1657,0.5805,5.4181,102.6745,1,5.971609e-01,6.185488e-01,1.182000e+00,4.873661e-01,5.959753e-01,3.787500e+00
-0.010418,0.1731,0.1583,5.2996,16.0878,1,5.202856e-01,3.863586e-01,8.925000e-01,2.287734e-01,2.733610e-01,5.547000e+00
-0.176684,0.3135,0.2195,1.1864,36.0224,1,5.274314e-01,3.966804e-01,5.475000e-01,2.672328e-01,3.102832e-01,2.329500e+00
0.011884,0.1921,0.3064,1.6082,85.9208,1,5.830930e-01,5.514018e-01,9.465000e-01,3.825051e-01,4.734283e-01,7.056000e+00
-0.043161,0.1005,0.1598,1.7901,9.8623,1,5.194130e-01,3.662775e-01,1.068000e+00,1.635977e-01,1.981697e-01,1.092150e+01
0.006170,0.2174,0.5729,4.1719,109.9737,1,5.877087e-01,5.890533e-01,9.660000e-01,4.660093e-01,5.640518e-01,2.872500e+00
-0.002873,0.3164,0.2242,1.4413,60.5938,1,5.413507e-01,4.232179e-01,5.235000e-01,2.232191e-01,2.737312e-01,4.021500e+00
-0.002539,0.3094,0.3112,2.9535,72.0544,1,5.476719e-01,4.508226e-01,5.670000e-01,2.953391e-01,3.565042e-01,2.746500e+00
-0.128160,0.1591,0.2753,1.1714,32.8002,1,5.428420e-01,4.571872e-01,1.044000e+00,3.615395e-01,4.161229e-01,3.376500e+00
0.018022,0.2694,0.5678,2.2722,9.2112,1,5.057579e-01,3.359990e-01,5.880000e-01,7.464487e-02,9.065438e-02,1.384650e+01
-0.032410,0.3299,0.4267,1.8200,64.7876,1,5.405651e-01,4.248522e-01,5.130000e-01,2.769721e-01,3.276122e-01,2.400000e+00
0.005184,0.2890,0.2360,5.4395,12.5516,1,5.075068e-01,3.448086e-01,5.550000e-01,1.342904e-01,1.615790e-01,6.018000e+00
-0.109523,0.2424,0.2927,2.3063,8.1687,1,5.098327e-01,3.291595e-01,6.930000e-01,1.586106e-01,1.798738e-01,5.829000e+00
-0.086206,0.1872,0.2875,1.3974,61.1821,1,5.497853e-01,5.355912e-01,1.149000e+00,4.747766e-01,5.309483e-01,1.953000e+00
0.017486,0.3455,0.3973,2.0451,16.3369,1,5.077026e-01,3.390998e-01,4.215000e-01,7.662336e-02,9.373707e-02,8.527500e+00
-0.061558,0.1013,0.4029,3.5624,26.8137,1,5.208769e-01,4.763403e-01,1.648500e+00,4.690352e-01,4.750775e-01,2.349000e+00
0.020319,0.2934,0.1095,5.6433,54.3114,1,5.367546e-01,4.197687e-01,5.790000e-01,2.074506e-01,2.566225e-01,6.325500e+00
-0.013049,0.2687,0.5644,3.9195,27.5291,1,5.267394e-01,3.794431e-01,6.435000e-01,2.308893e-01,2.647005e-01,3.874500e+00
-0.195980,0.1830,0.2117,2.5853,7.2298,1,5.118495e-01,3.458752e-01,9.195000e-01,2.429535e-01,2.640543e-01,4.470000e+00
-0.040106,0.3276,0.3778,4.7595,52.6788,1,5.286606e-01,4.267161e-01,5.850000e-01,3.713672e-01,4.005569e-01,1.414500e+00
-0.003483,0.2567,0.3415,1.0263,67.1944,1,5.580261e-01,4.707690e-01,6.945000e-01,2.902735e-01,3.560334e-01,4.729500e+00
-0.089055,0.3495,0.2646,5.0372,22.2605,1,5.112701e-01,3.590983e-01,4.950000e-01,2.977251e-01,3.108983e-01,1.525500e+00
0.013097,0.2268,0.4127,3.3275,67.2766,1,4.984226e-01,4.816813e-01,1.036500e+00,3.100429e-01,3.817476e-01,5.721000e+00
0.001990,0.3381,0.1824,5.2383,117.5022,1,5.560014e-01,4.990514e-01,5.430000e-01,3.749517e-01,4.510274e-01,1.671000e+00
-0.027984,0.2830,0.3125,4.9791,31.8412,1,5.252895e-01,4.001261e-01,6.450000e-01,2.957089e-01,3.348852e-01,2.454000e+00
-0.142123,0.3136,0.5961,2.4426,14.7764,1,5.150861e-01,3.111702e-01,5.805000e-01,2.389535e-01,2.321039e-01,2.781000e+00
-0.004505,0.2250,0.4324,1.0944,15.3919,1,5.190930e-01,3.587437e-01,7.005000e-01,1.121797e-01,1.369422e-01,1.203300e+01
-0.008875,0.3302,0.2206,4.4456,112.0481,1,5.533488e-01,5.085614e-01,5.895000e-01,4.098912e-01,4.818233e-01,1.420500e+00
-0.034459,0.3186,0.2248,5.1584,58.9394,1,5.297068e-01,4.572526e-01,6.210000e-01,3.931411e-01,4.380258e-01,1.350000e+00
-0.017102,0.3408,0.5070,5.9473,19.2632,1,5.114562e-01,3.351786e-01,4.650000e-01,1.923372e-01,2.107050e-01,2.872500e+00
-0.017891,0.2045,0.4056,3.5398,11.1780,1,5.146673e-01,3.481972e-01,7.800000e-01,1.616065e-01,1.884132e-01,7.339500e+00
-0.047896,0.1836,0.3369,2.1261,22.5558,1,5.315233e-01,3.998826e-01,8.790000e-01,2.545239e-01,2.981101e-01,4.974000e+00
0.022765,0.3335,0.4919,4.3694,70.2523,1,5.376848e-01,4.147797e-01,4.905000e-01,1.890337e-01,2.340764e-01,7.351500e+00
-0.055455,0.2509,0.5892,2.4229,19.8505,1,5.235447e-01,3.587027e-01,6.975000e-01,2.221941e-01,2.466753e-01,4.276500e+00
-0.025372,0.1219,0.4921,2.7786,14.5733,1,5.267582e-01,3.784955e-01,1.050000e+00,2.195465e-01,2.546437e-01,7.563000e+00
-0.078269,0.2532,0.3390,3.6296,24.9954,1,5.232294e-01,3.983677e-01,7.770000e-01,3.395284e-01,3.623558e-01,2.286000e+00
0.010884,0.2579,0.3808,3.2038,88.0877,1,5.689224e-01,5.095205e-01,7.230000e-01,3.432234e-01,4.218578e-01,4.209000e+00
0.001780,0.3491,0.1961,2.6340,132.6748,1,5.610745e-01,4.949571e-01,5.010000e-01,3.435229e-01,4.191790e-01,2.011500e+00
-0.032151,0.2893,0.2663,1.0022,111.6097,1,5.704609e-01,5.296936e-01,6.825000e-01,4.033843e-01,4.864006e-01,2.203500e+00
-0.019617,0.1832,0.1621,2.9939,45.5671,1,5.501743e-01,4.832200e-01,9.585000e-01,3.674393e-01,4.373166e-01,3.279000e+00
-0.032036,0.1569,0.4620,3.7440,29.8973,1,5.391153e-01,4.428745e-01,1.084500e+00,3.677372e-01,4.083474e-01,3.313500e+00
-0.031694,0.3276,0.1374,2.0000,91.0866,1,5.503279e-01,4.762809e-01,5.505000e-01,3.487486e-01,4.183918e-01,1.827000e+00
-0.181322,0.1193,0.1502,3.1134,7.8307,1,5.129081e-01,3.812726e-01,1.182000e+00,3.084432e-01,3.364172e-01,4.017000e+00
0.007046,0.1604,0.2908,3.4071,71.5217,1,5.781776e-01,5.486800e-01,1.065000e+00,4.078614e-01,4.986510e-01,4.533000e+00
-0.064571,0.3210,0.5833,4.5963,23.6056,1,5.183611e-01,3.425860e-01,5.910000e-01,3.082305e-01,2.983018e-01,1.932000e+00
-0.068263,0.1910,0.2049,3.4948,34.5062,1,5.264687e-01,4.779741e-01,1.093500e+00,4.340141e-01,4.712189e-01,1.972500e+00
-0.005786,0.2459,0.3892,4.3789,78.8812,1,5.598370e-01,5.202136e-01,8.400000e-01,4.259944e-01,4.969559e-01,2.134500e+00
-0.155552,0.2470,0.1321,1.3088,32.7432,1,5.323231e-01,4.267834e-01,7.335000e-01,3.095084e-01,3.632420e-01,2.731500e+00
-0.161569,0.3151,0.1001,1.3064,91.0667,1,5.306752e-01,5.275590e-01,7.320000e-01,4.778485e-01,5.260331e-01,9.990000e-01
-0.016033,0.3158,0.2751,3.0204,80.1744,1,5.480654e-01,4.669836e-01,5.790000e-01,3.443767e-01,4.085628e-01,1.987500e+00
-0.107749,0.2487,0.1116,5.7598,15.7403,1,5.041060e-01,4.200321e-01,8.565000e-01,3.857404e-01,4.087864e-01,1.690500e+00
-0.099286,0.2273,0.2806,2.1849,38.1988,1,5.341722e-01,4.550102e-01,8.880000e-01,3.932536e-01,4.343012e-01,2.121000e+00
-0.013044,0.2701,0.3794,4.2499,17.4364,1,5.165074e-01,3.564358e-01,6.180000e-01,1.810462e-01,2.111303e-01,4.777500e+00
-0.052975,0.2320,0.1427,1.9338,75.0365,1,5.532456e-01,5.396903e-01,9.420000e-01,4.614127e-01,5.313799e-01,1.767000e+00
0.027199,0.2414,0.4013,1.9754,21.1356,1,5.213486e-01,3.678035e-01,6.690000e-01,1.082645e-01,1.338351e-01,1.618200e+01
-0.025989,0.2947,0.4432,1.9313,124.6120,1,5.676525e-01,5.520204e-01,7.425000e-01,4.655922e-01,5.395569e-01,1.515000e+00
-0.089866,0.2853,0.3258,2.4881,33.8961,1,5.279023e-01,4.050837e-01,6.555000e-01,3.174461e-01,3.526377e-01,2.200500e+00
-0.110627,0.1658,0.3049,1.3404,29.0002,1,5.395617e-01,4.371263e-01,9.930000e-01,3.313151e-01,3.817690e-01,3.730500e+00
-0.014481,0.3102,0.4143,2.9759,61.1074,1,5.418482e-01,4.337206e-01,5.670000e-01,2.961036e-01,3.493293e-01,2.478000e+00
-0.142678,0.3452,0.1117,3.1482,15.0642,1,5.086438e-01,3.509626e-01,4.545000e-01,2.076499e-01,2.401951e-01,2.238000e+00
-0.017463,0.2836,0.4327,4.3765,37.7828,1,5.310105e-01,4.049282e-01,6.330000e-01,2.846515e-01,3.258592e-01,2.739000e+00
0.001898,0.1192,0.5704,3.1853,26.4833,1,5.433298e-01,4.298096e-01,1.065000e+00,2.634218e-01,3.153808e-01,7.351500e+00
-0.100511,0.2084,0.1443,1.2503,71.7495,1,5.460284e-01,5.560076e-01,1.126500e+00,4.949764e-01,5.544146e-01,1.614000e+00
0.006140,0.3055,0.1423,2.9040,109.6699,1,5.658528e-01,5.075209e-01,6.090000e-01,3.526104e-01,4.323688e-01,2.755500e+00
-0.007967,0.3138,0.4782,3.6321,95.0049,1,5.558429e-01,4.874489e-01,6.060000e-01,3.792826e-01,4.440393e-01,1.842000e+00
-0.019990,0.2035,0.2139,1.3913,116.0893,1,5.822624e-01,6.229339e-01,1.174500e+00,5.264034e-01,6.198704e-01,1.929000e+00
-0.197425,0.2843,0.2257,1.0973,33.2644,1,5.293151e-01,4.049159e-01,6.285000e-01,2.857538e-01,3.299627e-01,2.530500e+00
-0.024285,0.1784,0.2110,4.5862,51.0861,1,5.382802e-01,5.263353e-01,1.206000e+00,4.718452e-01,5.232184e-01,1.912500e+00
0.002298,0.3414,0.2407,4.1730,24.5786,1,5.137313e-01,3.560942e-01,4.425000e-01,1.464858e-01,1.769445e-01,4.042500e+00
-0.041665,0.2653,0.3532,3.1636,70.4635,1,5.411752e-01,5.069642e-01,8.595000e-01,4.580874e-01,5.012913e-01,1.470000e+00
-0.147580,0.3113,0.1614,5.5738,16.2755,1,4.908725e-01,4.048046e-01,7.440000e-01,4.202913e-01,4.023793e-01,1.098000e+00
-0.039678,0.2115,0.2811,1.0049,118.4350,1,5.754757e-01,6.225839e-01,1.209000e+00,5.379686e-01,6.216493e-01,1.674000e+00
0.028594,0.3036,0.3460,4.2608,22.8148,1,5.125389e-01,3.531297e-01,5.280000e-01,1.057245e-01,1.305436e-01,1.066650e+01
-0.015769,0.2815,0.3702,3.2456,107.2743,1,5.610717e-01,5.458943e-01,7.920000e-01,4.671929e-01,5.364121e-01,1.515000e+00
-0.096778,0.1226,0.5141,4.7159,11.1919,1,4.954421e-01,3.752865e-01,1.767000e+00,4.489349e-01,3.746149e-01,2.385000e+00
-0.002566,0.1374,0.3635,2.8166,95.8421,1,5.848563e-01,6.362568e-01,1.528500e+00,5.406031e-01,6.345432e-01,2.358000e+00
0.006735,0.1605,0.2738,3.2794,119.3230,1,6.054571e-01,6.547942e-01,1.306500e+00,5.248630e-01,6.428431e-01,3.447000e+00
0.002342,0.1382,0.5812,5.4790,36.5910,1,5.508254e-01,4.646677e-01,1.078500e+00,3.429847e-01,4.026387e-01,4.615500e+00
-0.086010,0.3267,0.2841,1.0677,90.3299,1,5.508457e-01,4.743515e-01,5.610000e-01,3.608175e-01,4.248084e-01,1.729500e+00
-0.037624,0.3045,0.2978,3.8235,32.1924,1,5.243847e-01,3.889518e-01,5.715000e-01,2.646464e-01,3.035646e-01,2.509500e+00
-0.000996,0.2598,0.2713,4.5220,145.1226,1,5.693469e-01,6.253960e-01,1.069500e+00,5.449850e-01,6.251313e-01,1.314000e+00
0.006056,0.1753,0.3181,3.0228,76.9607,1,5.791367e-01,5.512856e-01,1.021500e+00,4.118138e-01,5.030234e-01,4.215000e+00
0.008272,0.2600,0.5804,5.7102,133.3194,1,5.880376e-01,5.889146e-01,8.265000e-01,4.608697e-01,5.604054e-01,2.554500e+00
-0.154005,0.1345,0.5699,2.8928,6.1143,1,5.143786e-01,3.065997e-01,1.251000e+00,2.809152e-01,2.556756e-01,5.175000e+00
-0.128421,0.2540,0.3604,1.0284,86.1725,1,5.405452e-01,5.450260e-01,1.014000e+00,5.059092e-01,5.445242e-01,1.285500e+00
0.006217,0.2261,0.4650,4.1708,138.1417,1,5.972194e-01,6.301571e-01,1.018500e+00,5.083607e-01,6.170288e-01,2.497500e+00
0.009556,0.2427,0.3182,2.5259,7.8477,1,5.078834e-01,3.356435e-01,6.465000e-01,8.336778e-02,1.014757e-01,1.329300e+01
-0.064825,0.3225,0.2123,4.0489,19.7181,1,5.129648e-01,3.585030e-01,5.160000e-01,2.257818e-01,2.572530e-01,2.521500e+00
0.000602,0.3063,0.3530,3.3386,93.0154,1,5.580137e-01,4.861599e-01,6.015000e-01,3.462397e-01,4.174300e-01,2.409000e+00
-0.016999,0.3271,0.2668,5.5611,116.2272,1,5.252190e-01,5.412044e-01,7.815000e-01,5.087239e-01,5.411536e-01,8.655000e-01
0.012705,0.1826,0.3519,2.1487,5.7296,1,5.078765e-01,3.342799e-01,7.935000e-01,7.379913e-02,9.004496e-02,2.003400e+01
-0.196224,0.1993,0.2447,1.1888,33.9296,1,5.352049e-01,4.560601e-01,9.645000e-01,3.878334e-01,4.326455e-01,2.419500e+00
-0.049127,0.3217,0.1381,2.8770,61.8687,1,5.361110e-01,4.493418e-01,5.640000e-01,3.417579e-01,4.009815e-01,1.687500e+00
-0.154383,0.1324,0.3039,1.3982,23.0757,1,5.347804e-01,4.337831e-01,1.149000e+00,3.541370e-01,3.959748e-01,3.618000e+00
-0.045374,0.3106,0.2009,4.6694,42.0550,1,5.255379e-01,4.260697e-01,6.030000e-01,3.437530e-01,3.880629e-01,1.669500e+00
0.014882,0.3357,0.3379,4.6300,83.7148,1,5.433106e-01,4.423308e-01,4.980000e-01,2.520428e-01,3.094755e-01,3.433500e+00
0.000830,0.2087,0.3677,2.9566,40.8381,1,5.457413e-01,4.413467e-01,8.100000e-01,2.753988e-01,3.330035e-01,5.011500e+00
-0.014106,0.3148,0.5624,3.6550,95.2135,1,5.542769e-01,4.889366e-01,6.255000e-01,4.029199e-01,4.597771e-01,1.609500e+00
-0.088228,0.2846,0.3320,1.5948,30.4372,1,5.278690e-01,3.872348e-01,6.075000e-01,2.418540e-01,2.810333e-01,3.234000e+00
-0.015194,0.2841,0.4177,3.7789,67.2068,1,5.479848e-01,4.685804e-01,6.795000e-01,3.686219e-01,4.262108e-01,2.086500e+00
-0.116620,0.2486,0.5421,1.5518,56.7360,1,5.375274e-01,4.793519e-01,9.330000e-01,4.546580e-01,4.741914e-01,1.594500e+00
-0.001212,0.2308,0.2577,4.3898,58.2752,1,5.525856e-01,4.816891e-01,8.070000e-01,3.546647e-01,4.246746e-01,3.073500e+00
0.007402,0.3400,0.2423,3.3628,43.0490,1,5.249028e-01,3.848189e-01,4.560000e-01,1.768518e-01,2.157267e-01,3.805500e+00
-0.029338,0.2323,0.3717,3.8541,45.2428,1,5.407468e-01,4.599251e-01,8.505000e-01,3.822684e-01,4.304349e-01,2.322000e+00
0.008775,0.2398,0.1721,1.5730,30.6922,1,5.324646e-01,3.979949e-01,6.840000e-01,1.708154e-01,2.105290e-01,8.394000e+00
-0.013634,0.3466,0.1778,1.9483,100.4601,1,5.505083e-01,4.631912e-01,4.890000e-01,3.095306e-01,3.757656e-01,2.064000e+00
-0.004821,0.2176,0.2603,2.8786,95.8940,1,5.759674e-01,5.709603e-01,9.690000e-01,4.639846e-01,5.535101e-01,2.356500e+00
0.007649,0.3276,0.2441,5.7905,67.3366,1,5.383191e-01,4.331452e-01,5.160000e-01,2.724063e-01,3.298742e-01,2.599500e+00
-0.107423,0.3205,0.2022,4.0287,23.2217,1,5.143735e-01,3.819951e-01,5.685000e-01,3.109393e-01,3.370172e-01,1.705500e+00
0.004692,0.1446,0.1589,3.6758,107.0627,1,5.979549e-01,6.496597e-01,1.411500e+00,5.313838e-01,6.432875e-01,2.922000e+00
-0.057975,0.2313,0.5341,3.1005,52.9979,1,5.196867e-01,4.895080e-01,1.159500e+00,4.942746e-01,4.893468e-01,1.372500e+00
-0.039066,0.2114,0.4982,2.0154,20.3032,1,5.270237e-01,3.765008e-01,7.815000e-01,2.099782e-01,2.445188e-01,5.683500e+00
-0.009073,0.3114,0.5067,2.2954,9.7507,1,5.077290e-01,3.275398e-01,4.935000e-01,8.752396e-02,1.037830e-01,8.254500e+00
-0.071129,0.2198,0.3800,1.3475,63.4747,1,5.558644e-01,5.069628e-01,9.210000e-01,4.235835e-01,4.859504e-01,2.265000e+00
-0.038635,0.2859,0.5539,1.0760,45.2945,1,5.386884e-01,4.106183e-01,5.985000e-01,2.335921e-01,2.790089e-01,4.054500e+00
0.020829,0.1833,0.5809,4.3126,38.4904,1,5.439445e-01,4.317731e-01,8.760000e-01,2.164176e-01,2.678867e-01,1.372800e+01
-0.045437,0.1494,0.4472,1.6375,63.9015,1,5.610087e-01,5.553772e-01,1.317000e+00,4.879973e-01,5.505924e-01,2.310000e+00
0.003083,0.1545,0.2950,1.6003,39.1542,1,5.536011e-01,4.579615e-01,9.600000e-01,2.733433e-01,3.352839e-01,7.513500e+00
-0.180692,0.2794,0.2142,3.3149,12.6624,1,5.110282e-01,3.599549e-01,6.870000e-01,3.010166e-01,3.143317e-01,2.221500e+00
0.003487,0.1954,0.4865,1.9240,108.7452,1,5.931637e-01,6.010831e-01,1.042500e+00,4.703036e-01,5.737938e-01,3.402000e+00
-0.131006,0.2917,0.1749,3.3805,36.0513,1,5.059989e-01,4.556851e-01,8.025000e-01,4.432011e-01,4.536656e-01,1.149000e+00
0.029597,0.2482,0.4926,2.1011,11.9164,1,5.102825e-01,3.413091e-01,6.435000e-01,7.447225e-02,9.176555e-02,1.894050e+01
-0.034952,0.3178,0.5230,2.0605,23.8612,1,5.189775e-01,3.529406e-01,5.025000e-01,1.625572e-01,1.893511e-01,4.251000e+00
-0.015491,0.2628,0.2359,5.9645,35.9508,1,5.292469e-01,4.242414e-01,7.065000e-01,3.181842e-01,3.679991e-01,2.502000e+00
-0.018980,0.1720,0.4707,2.8415,15.2410,1,5.234173e-01,3.696802e-01,8.805000e-01,1.933274e-01,2.263666e-01,7.261500e+00
-0.037357,0.2285,0.5755,2.8424,68.8494,1,5.453525e-01,5.186868e-01,1.048500e+00,4.827450e-01,5.160212e-01,1.620000e+00
0.003645,0.2747,0.3604,4.3867,10.3535,1,5.076908e-01,3.385293e-01,5.835000e-01,1.186236e-01,1.414064e-01,7.483500e+00
0.020918,0.3464,0.2106,3.6849,75.9534,1,5.383846e-01,4.191997e-01,4.590000e-01,1.960512e-01,2.425550e-01,5.223000e+00
0.007694,0.1645,0.5126,4.4973,144.5872,1,6.188218e-01,6.988192e-01,1.438500e+00,5.607646e-01,6.915035e-01,3.831000e+00
-0.145156,0.1966,0.2939,1.3111,31.5262,1,5.370134e-01,4.385839e-01,9.240000e-01,3.500894e-01,3.965294e-01,2.956500e+00
-0.014505,0.3093,0.4058,3.6585,70.0089,1,5.450085e-01,4.540746e-01,5.955000e-01,3.417664e-01,3.980438e-01,2.028000e+00
-0.131332,0.3313,0.4041,1.4152,51.0130,1,5.328729e-01,4.087224e-01,5.310000e-01,3.108592e-01,3.480621e-01,1.819500e+00
-0.047216,0.2209,0.2701,1.3823,13.9744,1,5.180094e-01,3.568963e-01,7.215000e-01,1.418018e-01,1.709257e-01,8.175000e+00
-0.013578,0.2130,0.4740,1.1553,7.3682,1,5.102407e-01,3.337851e-01,7.200000e-01,7.655462e-02,9.268515e-02,1.655400e+01
-0.091628,0.3035,0.3616,1.9740,29.5203,1,5.249641e-01,3.775541e-01,5.685000e-01,2.479617e-01,2.816156e-01,2.751000e+00
-0.027767,0.1916,0.1238,1.0668,51.7319,1,5.581628e-01,4.818293e-01,8.880000e-01,3.276293e-01,3.996812e-01,4.500000e+00
-0.030415,0.2360,0.3064,4.0293,61.1068,1,5.396298e-01,5.106121e-01,9.645000e-01,4.600436e-01,5.055925e-01,1.633500e+00
-0.156309,0.2929,0.2568,3.3439,21.1363,1,5.125208e-01,3.893213e-01,7.050000e-01,3.654561e-01,3.701738e-01,1.611000e+00
-0.032350,0.2683,0.2740,1.8330,93.8574,1,5.631515e-01,5.307757e-01,7.755000e-01,4.330887e-01,5.088429e-01,1.888500e+00
0.021269,0.2636,0.1634,3.2418,16.1808,1,5.127947e-01,3.541236e-01,6.105000e-01,1.078263e-01,1.329195e-01,1.066800e+01
0.008001,0.1957,0.3312,4.5436,48.4234,1,5.531462e-01,4.689975e-01,8.685000e-01,3.119261e-01,3.790153e-01,4.810500e+00
-0.076018,0.1147,0.4097,2.8641,20.1962,1,5.311160e-01,4.242478e-01,1.270500e+00,3.689366e-01,3.962875e-01,3.600000e+00
0.006716,0.2039,0.5093,4.8254,123.3954,1,5.962716e-01,6.274191e-01,1.093500e+00,5.061317e-01,6.138772e-01,2.734500e+00
-0.029830,0.3274,0.5019,1.4796,6.8332,1,5.043482e-01,3.177617e-01,4.560000e-01,6.375121e-02,7.565330e-02,9.957000e+00
0.007122,0.2759,0.2992,1.6172,147.7658,1,5.912251e-01,5.845492e-01,7.530000e-01,4.369956e-01,5.383917e-01,3.175500e+00
0.013001,0.2986,0.5221,1.2472,97.8313,1,5.181485e-01,4.849833e-01,7.170000e-01,2.950335e-01,3.645315e-01,5.152500e+00
-0.002710,0.1342,0.5609,1.4873,54.0662,1,5.706860e-01,5.145347e-01,1.102500e+00,3.669018e-01,4.456674e-01,5.566500e+00
-0.104305,0.2726,0.5245,3.2772,20.1211,1,5.198704e-01,3.562464e-01,7.470000e-01,3.284810e-01,3.205753e-01,2.278500e+00
-0.097822,0.2738,0.2591,3.6173,26.5681,1,5.197396e-01,4.074925e-01,7.335000e-01,3.574100e-01,3.809811e-01,1.864500e+00
-0.056363,0.3058,0.5752,2.6684,20.1552,1,5.180120e-01,3.420992e-01,5.520000e-01,1.981885e-01,2.179592e-01,3.562500e+00
-0.037740,0.3435,0.1613,5.3614,26.0516,1,5.132698e-01,3.704870e-01,4.680000e-01,2.351900e-01,2.733855e-01,2.094000e+00
-0.003053,0.1918,0.4794,1.6036,144.2877,1,5.974900e-01,6.747876e-01,1.413000e+00,5.690297e-01,6.741657e-01,1.948500e+00
-0.031364,0.2401,0.2507,2.0108,91.4875,1,5.634809e-01,5.548094e-01,9.210000e-01,4.697054e-01,5.451563e-01,1.810500e+00
0.005492,0.3145,0.3867,3.6101,109.8894,1,5.632058e-01,5.007229e-01,5.880000e-01,3.552760e-01,4.311489e-01,2.421000e+00
-0.132672,0.2341,0.5263,2.2411,15.9835,1,5.213103e-01,3.501224e-01,8.115000e-01,2.807035e-01,2.873557e-01,3.367500e+00
-0.077631,0.1338,0.3590,2.8947,10.0969,1,5.188880e-01,3.578931e-01,1.053000e+00,2.343685e-01,2.604708e-01,6.045000e+00
-0.066916,0.1720,0.1617,3.2735,28.1553,1,5.308370e-01,4.563321e-01,1.045500e+00,3.818144e-01,4.322484e-01,2.667000e+00
-0.095003,0.3347,0.4746,1.5654,25.9796,1,5.189852e-01,3.502842e-01,4.755000e-01,1.863613e-01,2.119542e-01,3.160500e+00
0.182569,0.1164,0.4306,5.9750,140.8943,1,9.988488e-01,-9.028632e-05,1.500000e-03,8.632376e-01,-5.141045e-03,1.920000e-01
-0.063621,0.3358,0.3628,2.2333,32.5001,1,5.219562e-01,3.690238e-01,4.800000e-01,2.172086e-01,2.502824e-01,2.635500e+00
-0.097033,0.2101,0.1807,1.4346,37.3443,1,5.406721e-01,4.500901e-01,8.550000e-01,3.368466e-01,3.956703e-01,3.058500e+00
0.000512,0.1245,0.5836,3.6725,62.4748,1,5.754918e-01,5.536453e-01,1.260000e+00,4.451488e-01,5.284781e-01,3.690000e+00
-0.055011,0.1493,0.2253,4.7213,25.9913,1,5.197925e-01,4.684383e-01,1.291500e+00,4.370549e-01,4.636775e-01,2.206500e+00
-0.048692,0.2435,0.4269,4.4321,19.4357,1,5.212694e-01,3.706706e-01,7.650000e-01,2.859138e-01,3.069115e-01,3.081000e+00
0.005806,0.2951,0.3302,3.2389,114.1189,1,5.704720e-01,5.238486e-01,6.525000e-01,3.801398e-01,4.633727e-01,2.623500e+00
-0.179681,0.2892,0.4662,1.0170,48.2231,1,5.380480e-01,4.270903e-01,6.630000e-01,3.478495e-01,3.842084e-01,2.034000e+00
-0.005431,0.1679,0.3130,3.7325,40.8637,1,5.501820e-01,4.682486e-01,9.780000e-01,3.395403e-01,4.046218e-01,4.128000e+00
-0.167501,0.2101,0.4817,4.1307,5.9564,1,5.052216e-01,2.989790e-01,1.156500e+00,3.592255e-01,2.847815e-01,2.796000e+00
-0.018320,0.1773,0.3841,2.4699,76.8832,1,5.675100e-01,5.674078e-01,1.179000e+00,4.855698e-01,5.603603e-01,2.241000e+00
-0.044433,0.2914,0.3956,1.3021,106.8285,1,5.649374e-01,5.264289e-01,7.035000e-01,4.268068e-01,5.006231e-01,1.785000e+00
-0.039049,0.1814,0.5360,4.6632,33.0316,1,5.285412e-01,4.525678e-01,1.188000e+00,4.401586e-01,4.468707e-01,2.125500e+00
-0.033708,0.2155,0.1482,2.7817,31.0999,1,5.345633e-01,4.252813e-01,8.010000e-01,2.861119e-01,3.415875e-01,3.733500e+00
0.028884,0.1461,0.1770,4.6030,11.0949,1,5.132552e-01,3.549667e-01,9.240000e-01,1.062138e-01,1.313945e-01,2.214900e+01
0.013720,0.3214,0.2553,3.5710,89.2845,1,5.418079e-01,4.607298e-01,5.550000e-01,2.727260e-01,3.358185e-01,3.706500e+00
